nm_Kit_ID,Easting,Northing,nm_Sampling_Date,fht_eDNA_survey_date,datecomp,fht_Site_comb,nm_Pond_Name,namedist,fht_Site_number,fht_Site_Name,Company,Sampler_Name,Sampling_DateTime,Arrival_Date,num_tubes,Damaged_tubes,Liquid_in_bag,Tubes_labelled,Tubes_filled,Additional_notes,Lab_work_Started,IPC_Positive_out_of_12,GCN_Positive_out_of_12,GCN_Status,GCN_Square,Site_number_CHECK,Surveyor,1_km_square,Grid_reference,eDNA_score,GCN_test_result,Positive_no_kit,Kit_negative,Newt_Positive_sites,Newt_Negative_sites,HSI1_Pond_location,HSI2_Pond_area,HSI3_Pond_drying,HSI4_Water_quality,HSI5_Shade,HSI6_Waterfowl,HSI7_Fish,HSI8_Pond_count,HSI9_Terrestrial_habitat,HSI10_Macrophytes,DIMITRIOS_HSI,NO_HSI_REASON,SITE_FROM_DIMITRIOS,Inflow_present,Outflow_present,Nitrate,Phosphate,Clean,N,P
FHT1051,522044,251001,2017-06-22 00:00,2017-06-22 00:00,MATCH,Gamlingay Pond,293 - C87D Cramlingay Pond,0.357142857,NA,Gamlingay Pond,Freshwater Habitats Trust,HW,2017-06-22 14:25,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-04 00:00,12,1,Positive,negative,NA,Hannah,TL2251,TL2204451001,1,Positive,FALSE,FALSE,NA,Positive,1,2546,1,1,27,2,4,8,2,27,0.8579172,NA,292a,N,N,10+,<0.02,1,11,0.01
FHT414,475180,178661,2017-05-15 00:00,2017-05-15 00:00,MATCH,KILN LANE,136A Kiln Lane (SU 18078661),0.355820106,NA,KILN LANE,Freshwater Habitats Trust,AH,2017-05-15 09:30,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-30 00:00,12,0,Negative,positive,NA,Adrianna,SU7578,SU7518078661,0,Negative,FALSE,TRUE,Negative,NA,1,180,4,3,100,3,4,4,3,0,0.493016144,NA,136A,N,N,02-Jan,0.02-0.05,1,1.5,0.035
FHT942,484766,213989,2017-06-28 00:00,2017-06-28 00:00,MATCH,OAK FARM BARN FARM,128A - Oak Farm Barn Pond,0.355555556,NA,OAK FARM BARN FARM,Freshwater Habitats Trust,AH,2017-06-28 13:30,2017-07-03 00:00,6,No,Yes,Yes,Yes,Quite wet in bag,2017-07-06 00:00,12,12,Positive,positive,NA,Adrianna,SP8413,SP8476613989,12,Positive,FALSE,FALSE,Positive,NA,1,300,2,4,50,3,3,3,3,25,0.794908692,NA,128A,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT749,433878,192276,2017-06-02 00:00,2017-06-02 00:00,MATCH,592 Sump pond at edge of field ditch,592 Sheepcroft Farm,0.353508772,592,Sump pond at edge of field ditch,Freshwater Habitats Trust,IS,NA,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,0,Negative,negative,592,Ian,SU3392,SU3387892276,0,Negative,FALSE,TRUE,NA,Negative,1,60,4,2,100,3,4,>12,2,0,0.40890358,NA,592,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT486,464236,211740,2017-06-13 00:00,2017-06-13 00:00,MATCH,MOORLEYS FARM.2,578A Moorleys Farm 2 (SP6423611740),0.353174603,NA,MOORLEYS FARM.2,Freshwater Habitats Trust,AH,2017-06-13 10:30,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,1,Positive,negative,NA,Adrianna,SP6411,SP6423611740,1,Positive,FALSE,FALSE,NA,Positive,1,400,1,4,100,3,3,2,3,50,0.70048119,NA,578a,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT712,454349,207912,2017-05-21 00:00,2017-05-21 00:00,MATCH,595 Ruskin Hall/College,595 - Ruskin N,0.351402221,595,Ruskin Hall/College,Freshwater Habitats Trust,Jeremy,2017-05-21 10:00,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-05 00:00,12,2,Positive,negative,595,Ian,SP5407,SP5434907912,2,Positive,FALSE,FALSE,NA,Positive,1,100,2,2,100,3,4,1,3,0,0.48987934,NA,595,Y,Y,05-Feb,0.05-0.1,0,3.5,0.075
FHT684,460316,191586,2017-06-14 00:00,2017-06-14 00:00,MATCH,"585 Fountain Pond, Rush Court; Shillingford Bridge",585 Rush Court,0.347142857,585,"Fountain Pond, Rush Court; Shillingford Bridge",Freshwater Habitats Trust,IS,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,0,Negative,negative,585,Ian,SU6091,SU6031691586,0,Negative,FALSE,TRUE,NA,Negative,1,33,1,3,0,3,4,1,2.5,50,0.600929564,NA,585,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT399,470462,218362,2017-05-16 00:00,2017-05-16 00:00,MATCH,COLLETT FARM,86A Collett Farm (SP7046218362),0.343189964,NA,COLLETT FARM,Freshwater Habitats Trust,AH,2017-05-16 18:00,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-26 00:00,12,2,Positive,negative,NA,Adrianna,SP7018,SP7046218362,2,Positive,FALSE,FALSE,NA,Positive,1,1200,1,4,60,2,3,7,4,70,0.903781532,NA,86a,N,Y,<0.2,<0.02,2,0.1,0.01
FHT442,484968,217150,2017-06-08 00:00,2017-06-08 00:00,MATCH,THE STABLES,143B The Staller (SP 8496817150),0.339962121,NA,THE STABLES,Freshwater Habitats Trust,AH,2017-06-08 14:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,0,Negative,negative,NA,Adrianna,SP8417,SP8496817150,0,Negative,FALSE,TRUE,NA,Negative,1,1100,1,4,70,3,3,2,4,10,0.793288745,NA,143B,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT897,430971,184640,2017-06-12 00:00,2017-06-12 00:00,MATCH,"219 Kingston Warren Down, 4km south of Uffington",219 - Kingston Warren,0.33531746,219,"Kingston Warren Down, 4km south of Uffington",Freshwater Habitats Trust,IS,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,6,Positive,negative,219,Ian,SU3084,SU3097184640,6,Positive,FALSE,FALSE,NA,Positive,1,150,4,2.5,1,3,4,0,2.5,100,0.484871836,NA,219,N,N,n/a,n/a,NA,NA,NA
FHT388,493130,216920,2017-06-09 00:00,2017-06-09 00:00,MATCH,57,S7,0.333333333,57,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-09 18:30,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,0,Negative,negative,57,Iain,SP9316,SP9313016920,0,Negative,FALSE,TRUE,NA,Negative,1,105,3,4,100,3,4,2,4,50,0.622942939,NA,57,Y,Y,<0.2,0.02-0.05,2,0.1,0.035
FHT686,447445,193193,2017-05-24 00:00,2017-05-24 00:00,MATCH,214 Drayton Balancing Pond under A34 by OCC Recycling Centre,Pond 214 Drayton Balancing Pond,0.33297491,214,Drayton Balancing Pond under A34 by OCC Recycling Centre,Freshwater Habitats Trust,iS,NA,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,0,Negative,negative,214,Ian,SU4793,SU4744593193,0,Negative,FALSE,TRUE,NA,Negative,1,150,2.5,2.5,70,3,4,2,4,10-100,0.695627911,NA,214,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT599,508230,261110,2017-05-18 00:00,2017-05-18 00:00,MATCH,0 Wych Tree Farm,10 - Wych Tree Pond,0.331140351,0,Wych Tree Farm,Freshwater Habitats Trust,HW,2017-05-18 13:40,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,0,0,Inconclusive,positive,0,Hannah,TL0861,TL08236111,0,Inconclusive,FALSE,FALSE,Inconclusive,NA,1,67,4,1,60,3,4,>12,2,70,0.381904164,NA,0,N,N,10,0.5-1,0,11,0.75
FHT581,499130,241210,2017-05-18 00:00,2017-05-18 00:00,MATCH,223 Howes Drive Pond,26 Hones Drive Pond (SP9913 4121),0.32926322,223,Howes Drive Pond,Freshwater Habitats Trust,HJ,2017-05-18 11:45,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-05 00:00,12,1,Positive,negative,223,Hanna,SP9941,SP99134121,1,Positive,FALSE,FALSE,NA,Positive,1,400,1,3,65,2,2,5,1,60,0.491383384,NA,223,N,N,0.5-1,0.05-0.1,0,0.75,0.075
FHT672,429505,194993,2017-05-23 00:00,2017-05-23 00:00,MATCH,"397 Faringdon Lake, Folly Park / Jespers Hill",Pond 397 Lake Folly Park,0.329025765,397,"Faringdon Lake, Folly Park / Jespers Hill",Freshwater Habitats Trust,IS,NA,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-05 00:00,10,0,Negative,negative,397,Ian,SU2994,SU2950594993,0,Negative,FALSE,TRUE,NA,Negative,1,2700,1,4,30,3,1,5,4,80,0.577063247,NA,396,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT671,452007,206014,2017-05-13 00:00,2017-05-13 00:00,MATCH,"247 Botanic Garden, Oxford University",247 Oxford Botanic Garden (SP52007 06014),0.327368018,247,"Botanic Garden, Oxford University",Freshwater Habitats Trust,IS,NA,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-25 00:00,12,6,Positive,negative,247,Ian,SP5206,SP5200706014,6,Positive,FALSE,FALSE,NA,Positive,1,50,1,4,0,3,1,2,2,50,0.40890358,NA,247,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT734,449296,189110,2017-05-26 00:00,2017-05-26 00:00,MATCH,"599 Suds in garden of Cherry Tree Court, Harwell",599 - Cherry Tree Court,0.323836188,599,"Suds in garden of Cherry Tree Court, Harwell",Freshwater Habitats Trust,IS,NA,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,0,Negative,negative,599,Ian,SU4989,SU4929689110,0,Negative,FALSE,TRUE,NA,Negative,1,160,1.5,1,70,3,4,1,4,60,0.474877673,NA,599,N,N,0.5-1,0.1-0.2,0,0.75,0.15
FHT896,449879,191872,2017-06-15 00:00,2017-06-15 00:00,MATCH,103 Milton Park Unit 174 SUDS,103P - Milton Park,0.321878991,103,Milton Park Unit 174 SUDS,Freshwater Habitats Trust,IS,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,0,Negative,positive,103,Ian,SU4991,SU4987991872,0,Negative,FALSE,TRUE,Negative,NA,1,140,SUDS,1.5,85,3,4,7,2.5,<1,NA,HSI 3,103,Y,Y,0.5-1,0.05-0.1,0,0.75,0.075
FHT754,503369,240391,2017-06-09 00:00,2017-06-09 00:00,MATCH,2 How End Cottage Pond A,2,0.319444444,2,How End Cottage Pond A,Freshwater Habitats Trust,HJ,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,3,Positive,positive,2,Hanna,TL0340,TL0336940391,3,Positive,FALSE,FALSE,Positive,NA,1,380,4,2,2,3,4,2,2,90,0.576327621,NA,2,N,N,NA,NA,NA,NA,NA
FHT740,450109,191881,2017-05-26 00:00,2017-05-26 00:00,MATCH,5 yr old pond,SCDC (BROWT) 5yr pond,0.318192918,NA,5 yr old pond,Freshwater Habitats Trust,IS,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,0,Negative,positive,NA,IS,SU5091,SU5010991881,0,Negative,FALSE,TRUE,Negative,NA,1,90,3,4,0,3,4,4,4,25,0.740389958,NA,151a,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT343,488222,236656,2017-05-12 00:00,2017-05-12 00:00,MATCH,91,91 Wroughton Park Pond (SP 88222 36656),0.316239316,91,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-12 11:20,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-25 00:00,12,0,Negative,positive,91,Iain,SP8836,SP8822236656,0,Negative,FALSE,TRUE,Negative,NA,1,1194.7455,4,3,0,1,4,2,4,60,0.445570362,NA,91,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT342,489629,237543,2017-05-12 00:00,2017-05-12 00:00,MATCH,129,Site 129 Kents Hill Park NR Football Field (SP 8962 3754),0.315789474,129,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-12 13:45,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-25 00:00,12,1,Positive,positive,129,Iain,SP8937,SP8962937543,1,Positive,FALSE,FALSE,Positive,NA,1,201.088,2,3,100,2,3,0,3,10,0.381017496,NA,129,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT316,482002,235013,2017-06-19 00:00,2017-06-19 00:00,MATCH,184,184a Charisse Gardens (alternative pond) (SP8200 3509),0.314814815,184,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-19 18:20,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,1,Positive,positive,184,Iain,SP8235,SP8200235013,1,Positive,FALSE,FALSE,Positive,NA,1,150,3,3,0,2,4,7,3,90,0.725864936,NA,184,Y,Y,0.5-1,<0.02,1,0.75,0.01
FHT725,459657,204420,2017-05-21 00:00,2017-05-21 00:00,MATCH,Coombe Wood,352a - Coombe Wood (SP5965704420),0.313131313,NA,Coombe Wood,Freshwater Habitats Trust,JB,2017-05-21 11:00,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-30 00:00,12,0,Negative,negative,NA,JB,SP5904,SP5965704420,0,Negative,FALSE,TRUE,NA,Negative,1,1067,1,2,50,3,2,4,4,5,0.701142656,NA,352a,Y,Y,10+,0.02-0.05,1,11,0.035
FHT312,486845,232585,2017-05-19 00:00,2017-05-19 00:00,MATCH,3,3 (SP8684532585),0.3125,3,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-19 11:15,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,2,Positive,negative,3,Iain,SP8632,SP8684532585,2,Positive,FALSE,FALSE,NA,Positive,1,908.038,3,4,100,3,3,14,4,95,0.747001946,NA,3,Y,Y,<0.2,0.05-0.1,1,0.1,0.075
FHT933,482881,245500,2017-06-21 00:00,2017-06-21 00:00,MATCH,19,19 Little Lindford Wood (Centre),0.3125,19,NA,Freshwater Habitats Trust,I Nailsmith,2017-06-21 16:45,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,12,0,Negative,negative,19,Iain,SP8245,SP8288145500,0,Negative,FALSE,TRUE,NA,Negative,1,113.112,2,4,80,3,4,5,4,30,0.781981739,NA,19,N,N,<0.2,<0.02,2,0.1,0.01
FHT321,484253,242773,2017-06-02 00:00,2017-06-02 00:00,MATCH,1,1 (SP8425 4277),0.311111111,1,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-02 17:45,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,3,Positive,negative,1,Iain,SP8442,SP8425342773,3,Positive,FALSE,FALSE,NA,Positive,1,706.95,3,3,50,3,4,12+,4,50,0.876624248,NA,1,Y,Y,<0.2,0.1-0.2,1,0.1,0.15
FHT757,500817,241459,2017-06-09 00:00,2017-06-09 00:00,MATCH,59 Marston Vale Pond C.P Pond,59,0.310344828,59,Marston Vale Pond C.P Pond,Freshwater Habitats Trust,HJ,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,11,0,Negative,negative,59,Hanna,TL0041,TL0081741459,0,Negative,FALSE,TRUE,NA,Negative,1,800,3,4,40,3,3,10,4,50,0.876624248,NA,59,N,N,NA,NA,NA,NA,NA
FHT741,455063,199178,2017-06-16 00:00,2017-06-16 00:00,MATCH,"298 Upper Farm, west of Nuneham Courtney",298 Nuneham Courtenay Church,0.309886128,298,"Upper Farm, west of Nuneham Courtney",Freshwater Habitats Trust,IS,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,0,Negative,negative,298,Ian,SU5599,SU5506399178,0,Negative,FALSE,TRUE,NA,Negative,1,615,3,3,100,3,4,12,3,0,0.650020549,NA,298,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT907,492245,240106,2017-06-14 00:00,2017-06-14 00:00,MATCH,12,12 - Whitsundoles Farm House,0.30952381,12,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-14 18:00,2017-06-23 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,11,0,Negative,positive,12,Iain,SP9240,SP9224540106,0,Negative,FALSE,TRUE,Negative,NA,1,380.182,1,4,10,3,2,10,4,50,0.841571016,NA,12,N,N,<0.2,<0.02,2,0.1,0.01
FHT873,430640,192277,2017-06-12 00:00,2017-06-12 00:00,MATCH,"544 Hill Pond, Sands Farm, 2km SW of Shellingford",544 - Hill Pond Sands Farm,0.309419152,544,"Hill Pond, Sands Farm, 2km SW of Shellingford",Freshwater Habitats Trust,-,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,0,Negative,negative,544,Ian,SU3092,SU3064092277,0,Negative,FALSE,TRUE,NA,Negative,1,1300,SPECIFIC data - 3 times in 100 years,1,75,1,4,4,3,0,NA,HSI 3,544,N,N,02-Jan,0.05-0.1,0,1.5,0.075
FHT405,473608,205009,2017-05-15 00:00,2017-05-15 00:00,MATCH,FAIRIES CLOSE,308A Fairies Close (SP 7360805009),0.308446456,NA,FAIRIES CLOSE,Freshwater Habitats Trust,AH,2017-05-15 16:30,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-30 00:00,12,8,Positive,negative,NA,Adrianna,SP7305,SP7360805009,8,Positive,FALSE,FALSE,NA,Positive,1,230,2,4,40,2,4,8,3,20,0.795120979,NA,308A,N,N,<0.2,0.5-1,1,0.1,0.75
FHT655,503384,264526,2017-06-13 00:00,2017-06-13 00:00,MATCH,235 Melchbourne Park,Melchbourne Road,0.308333333,235,Melchbourne Park,Freshwater Habitats Trust,HW,2017-06-13 18:00,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-06 00:00,12,1,Positive,negative,235,Hannah,TL0364,TL0338464526,1,Positive,FALSE,FALSE,NA,Positive,1,473,1,4,15,1,4,7,3,0,0.523221702,NA,235,N,N,<0.2,<0.02,2,0.1,0.01
FHT320,488735,241257,2017-05-12 00:00,2017-05-12 00:00,MATCH,466,466 Old motorcross track (SP 8874 4136),0.307692308,466,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-12 18:00,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-24 00:00,12,1,Positive,positive,466,Iain,SP8841,SP8873541257,1,Positive,FALSE,FALSE,Positive,NA,1,1075,4,4,10,3,2,3,4,20,0.633647288,NA,466,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT609,502170,242130,2017-05-30 00:00,2017-05-30 00:00,MATCH,421 Marston Vale Pond,421-The Crescent Pond,0.305555556,421,Marston Vale Pond,Freshwater Habitats Trust,HJ,2017-05-30 11:00,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-14 00:00,12,2,Positive,positive,421,Hannah,TL0242,TL02174213,2,Positive,FALSE,FALSE,Positive,NA,1,384,2,4,30,2,4,7,2,25,0.78704809,NA,421,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT381,487651,238890,2017-07-23 00:00,2017-07-23 00:00,MATCH,80,80 Oakgrove Over Bridge,0.304347826,80,NA,Freshwater Habitats Trust,I Nailsmith,2017-07-23 19:50,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,4,12,Positive,negative,80,Iain,SP8738,SP8765138890,12,Positive,FALSE,FALSE,NA,Positive,1,1200,3,4,90,2,4,8,4,50,0.791486897,NA,80,N,Y,<0.2,<0.02,2,0.1,0.01
FHT677,441078,191434,2017-05-24 00:00,2017-05-24 00:00,MATCH,Fishing Pond,Pond 126p Fishing Lake,0.304292929,NA,Fishing Pond,Freshwater Habitats Trust,IS,NA,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,0,Negative,positive,NA,IS,SU4191,SU4107891434,0,Negative,FALSE,TRUE,Negative,NA,1,5650,1,1?,40,2,1,4,3,5,0.698040188,NA,123B,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT1055,501842,262286,2017-06-24 00:00,2017-06-24 00:00,MATCH,Outdoor Activity Centre Pond 2,541 - Outdoor Centre Pond,0.304126984,NA,Outdoor Activity Centre Pond 2,Freshwater Habitats Trust,HW,2017-06-24 08:05,2017-07-03 00:00,6,No,No,Yes,No,NA,2017-07-05 00:00,12,0,Negative,negative,NA,Hannah,TL0162,TL0184262286,0,Negative,FALSE,TRUE,NA,Negative,1,161,1,1,62,3,4,5,3,5,0.471354082,NA,541 / 856,N,N,<0.2,1+,1,0.1,1.1
FHT1069,502385,262537,2017-06-23 00:00,2017-06-23 00:00,MATCH,Outdoor Activity Centre Pond 1,392 - Outdoor Centre Pond,0.304126984,NA,Outdoor Activity Centre Pond 1,Freshwater Habitats Trust,HW,2017-06-23 07:40,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-04 00:00,11,0,Negative,negative,NA,Hannah,TL0262,TL0238562537,0,Negative,FALSE,TRUE,NA,Negative,1,141,3,2,100,3,4,5,2,0,0.497621802,NA,392 / 854,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT416,475039,216162,2017-05-16 00:00,2017-05-16 00:00,MATCH,THE LODGE,309A The Lodge (SP7503916162),0.303959132,NA,THE LODGE,Freshwater Habitats Trust,AH,2017-05-16 14:00,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-30 00:00,12,0,Negative,negative,NA,Adrianna,SP7516,SP7503916162,0,Negative,FALSE,TRUE,NA,Negative,1,250,1,2,100,3,3,3,3,5,0.562533384,NA,309A,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT329,487767,234861,2017-05-19 00:00,2017-05-19 00:00,MATCH,257,257 Mounts Farm Park (SP8176 3486),0.303921569,257,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-19 17:00,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,0,Negative,negative,257,Iain,SP8734,SP8776734861,0,Negative,FALSE,TRUE,NA,Negative,1,7129,1,3,100,2,1,1,3,30,0.370495969,NA,255,Y,Y,<0.2,0.05-0.1,1,0.1,0.075
FHT426,477885,206783,2017-05-15 00:00,2017-05-15 00:00,MATCH,PASTURE FARM GARDEN,123A Pasture Farm Garden (SP7788506783),0.302519118,NA,PASTURE FARM GARDEN,Freshwater Habitats Trust,AH,2017-05-15 13:30,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-30 00:00,12,12,Positive,negative,NA,Adrianna,SP7706,SP7788506783,12,Positive,FALSE,FALSE,NA,Positive,1,350,2,4,90,3,4,3,3,40,0.785387489,NA,123A,N,N,<0.2,0.5-1,1,0.1,0.75
FHT315,489101,223559,2017-05-21 00:00,2017-05-21 00:00,MATCH,108,108 Waterloo Farm (SP 8910 2355),0.302083333,108,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-21 14:15,2017-06-08 00:00,6,No,No,Yes,Yes,"; survey date on sticker 19/07/17, assumed to be 19/06/17",2017-06-13 00:00,12,0,Negative,positive,108,Iain,SP8923,SP8910123559,0,Negative,FALSE,TRUE,Negative,NA,1,720,1,2,100,2,2,10,3,5,0.560856559,NA,108,Y,Y,10+,0.05-0.1,0,11,0.075
FHT402,475370,217226,2017-05-16 00:00,2017-05-16 00:00,MATCH,BRIAR HILL FARM,159A Brior Hill Farm (SP7537017226),0.301587302,NA,BRIAR HILL FARM,Freshwater Habitats Trust,AH,2017-05-16 13:30,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-30 00:00,12,2,Positive,positive,NA,Adrianna,SP7517,SP7537017226,2,Positive,FALSE,FALSE,Positive,NA,1,115,2,4,20,3,4,2,2,80,0.73397567,NA,159A,N,N,<0.2,0.5-1,1,0.1,0.75
FHT353,493570,236478,2017-06-19 00:00,2017-06-19 00:00,MATCH,173,173 Apsley Guise Golf West Pond,0.301075269,173,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-19 12:30,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,0,Negative,positive,173,Iain,SP9336,SP9357036478,0,Negative,FALSE,TRUE,Negative,NA,1,390,3,3,5,2,4,5,3,70,0.799830439,NA,173,Y,Y,<0.2,0.02-0.05,2,0.1,0.035
FHT371,493636,236525,2017-06-19 00:00,2017-06-19 00:00,MATCH,134,134 Apsley Guise Golf East Pond,0.301075269,134,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-19 13:15,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,1,Positive,positive,134,Iain,SP9336,SP9363636525,2,Positive,FALSE,FALSE,Positive,NA,1,254.502,1,4,0,2,3,5,4,30,0.805607865,NA,134,Y,Y,<0.2,0.1-0.2,1,0.1,0.15
FHT411,471535,231523,2017-05-29 00:00,2017-05-29 00:00,MATCH,576 LONDON ROAD,576-London Road (SP7153531523),0.3,576,LONDON ROAD,Freshwater Habitats Trust,AH,2017-05-29 12:00,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,0,Negative,negative,576,Adrianna,SP7131,SP7153531523,0,Negative,FALSE,TRUE,NA,Negative,1,60,4,4,40,3,4,1,3,100,0.563289433,NA,576,N,N,10+,0.05-0.1,0,11,0.075
FHT756,496330,241710,2017-06-08 00:00,2017-06-08 00:00,MATCH,24 Rectory Wood Pond,24,0.3,24,Rectory Wood Pond,Freshwater Habitats Trust,HJ,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,1,Positive,positive,24,Hanna,SP9641,SP96334171,1,Positive,FALSE,FALSE,Positive,NA,1,750,1,3,15,2,3,6,4,20,0.818735633,NA,24,N,N,NA,NA,NA,NA,NA
FHT346,482701,234297,2017-05-15 00:00,2017-05-15 00:00,MATCH,147,147 Westcroft (SP 8270 3430),0.297619048,147,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-15 15:10,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-25 00:00,12,9,Positive,positive,147,Iain,SP8234,SP8270134297,10,Positive,FALSE,FALSE,Positive,NA,1,804.352,1,3,0,2,2,3,3,60,0.746269746,NA,147,N,N,<0.2,<0.02,2,0.1,0.01
FHT922,492277,240240,2017-06-14 00:00,2017-06-14 00:00,MATCH,374,374 - Whitsundoles Newt Lake,0.297619048,374,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-14 17:30,2017-06-23 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,0,Negative,positive,374,Iain,SP9240,SP9227740240,0,Negative,FALSE,TRUE,Negative,NA,1,5027.2,1,4,40,2,1,10,4,20,0.434311421,NA,373,N,N,<0.2,<0.02,2,0.1,0.01
FHT698,452282,191386,2017-05-22 00:00,2017-05-22 00:00,MATCH,"286 Foxhall Junction, West of Didcot Railway Centre",Pond 286 Foxhall Junction Didcot,0.296977124,286,"Foxhall Junction, West of Didcot Railway Centre",Freshwater Habitats Trust,IS,NA,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,0,Negative,negative,286,Ian,SU5291,SU5228291386,0,Negative,FALSE,TRUE,NA,Negative,1,3000,1,3,85,3,2,3,3,20,0.696845302,NA,284,N,N,<0.2,0.2-0.5,1,0.1,0.35
