2,02F,anterne_V3_gh,ANT09B2a
2,02G,anterne_V3_gh,ANT08A1a
2,02H,anterne_V3_gh,TEMEXT4a
2,03A,anterne_V3_gh,ANT08A2a
2,03B,anterne_V3_gh,ANT08B1a
2,03C,anterne_V3_gh,ANT08B2a
2,03D,anterne_V3_gh,ANT07A1a
2,03E,anterne_V3_gh,ANT07A2a
2,03F,anterne_V3_gh,ANT07B1a
2,03G,anterne_V3_gh,ANT07B2a
2,03H,anterne_V3_gh,ANT06A1a
2,04A,anterne_V3_gh,ANT06A2a
2,04B,anterne_V3_gh,ANT06B1a
2,04C,anterne_V3_gh,ANT06B2a
2,04D,anterne_V3_gh,ANT05A1a
2,04E,anterne_V3_gh,ANT05A2a
2,04F,anterne_V3_gh,ANT05B1a
2,04G,anterne_V3_gh,ANT05B2a
2,04H,anterne_V3_gh,ANT04A1a
2,05A,anterne_V3_gh,ANT04A2a
2,05B,anterne_V3_gh,ANT04B1a
2,05C,anterne_V3_gh,ANT04B2a
2,05D,anterne_V3_gh,ANT03A1a
2,05E,anterne_V3_gh,ANT03A2a
2,05F,anterne_V3_gh,ANT03B1a
2,05G,anterne_V3_gh,ANT03B2a
2,05H,anterne_V3_gh,ANT02A1a
2,06A,anterne_V3_gh,ANT02A2a
2,06B,anterne_V3_gh,ANT02B1a
2,06C,anterne_V3_gh,ANT02B2a
2,06D,anterne_V3_gh,ANT01A1a
2,06E,anterne_V3_gh,ANT01A2a
2,06F,anterne_V3_gh,ANT01B1a
2,06G,anterne_V3_gh,ANT01B2a
2,06H,anterne_V3_gh,RMT01A1a
2,07A,anterne_V3_gh,RMT01A2a
2,07B,anterne_V3_gh,RMT01B1a
2,07C,anterne_V3_gh,RMT01B2a
2,07D,anterne_V3_gh,RMT02A1a
2,07E,anterne_V3_gh,RMT02A2a
2,07F,anterne_V3_gh,RMT02B1a
2,07G,anterne_V3_gh,RMT02B2a
2,07H,anterne_V3_gh,RMT03A1a
2,08A,anterne_V3_gh,RMT03A2a
2,08B,anterne_V3_gh,RMT03B1a
2,08C,anterne_V3_gh,RMT03B2a
2,08D,anterne_V3_gh,RMT04A1a
2,08E,anterne_V3_gh,RMT04A2a
2,08F,anterne_V3_gh,RMT04B1a
2,08G,anterne_V3_gh,RMT04B2a
2,08H,anterne_V3_gh,RMT05A1a
2,09A,anterne_V3_gh,RMT05A2a
2,09B,anterne_V3_gh,RMT05B1a
2,09C,anterne_V3_gh,RMT05B2a
2,09D,anterne_V3_gh,RMT06A1a
2,09E,anterne_V3_gh,vide
2,09F,anterne_V3_gh,RMT06B1a
2,09G,anterne_V3_gh,RMT06B2a
2,09H,anterne_V3_gh,RMT07A1a
2,10A,anterne_V3_gh,RMT07A2a
2,10B,anterne_V3_gh,RMT07B1a
2,10C,anterne_V3_gh,RMT07B2a
2,10D,anterne_V3_gh,RMT08A1a
2,10E,anterne_V3_gh,RMT08A2a
2,10F,anterne_V3_gh,RMT08B1a
2,10G,anterne_V3_gh,RMT08B2a
2,10H,anterne_V3_gh,RMT09A1a
2,11A,anterne_V3_gh,RMT09A2a
2,11B,anterne_V3_gh,RMT09B1a
2,11C,anterne_V3_gh,RMT09B2a
2,11D,anterne_V3_gh,TEMPCR2a
2,11E,anterne_V3_gh,RMT10A1a
2,11F,anterne_V3_gh,RMT10A2a
2,11G,anterne_V3_gh,RMT10B1a
2,11H,anterne_V3_gh,RMT10B2a
2,12A,anterne_V3_gh,RMT11A1a
2,12B,anterne_V3_gh,RMT11A2a
2,12C,anterne_V3_gh,RMT11B1a
2,12D,anterne_V3_gh,vide
2,12E,anterne_V3_gh,RMT12A1a
2,12F,anterne_V3_gh,RMT12A2a
2,12G,anterne_V3_gh,RMT12B1a
2,12H,anterne_V3_gh,RMT12B2a
3,01A,anterne_V3_gh,ANT35A1b
3,01B,anterne_V3_gh,ANT35A2b
3,01C,anterne_V3_gh,ANT35B1b
3,01D,anterne_V3_gh,ANT35B2b
3,01E,anterne_V3_gh,ANT34A1b
3,01F,anterne_V3_gh,ANT34A2b
3,01G,anterne_V3_gh,ANT34B1b
3,01H,anterne_V3_gh,ANT34B2b
3,02A,anterne_V3_gh,ANT33A1b
3,02B,anterne_V3_gh,ANT33A2b
3,02C,anterne_V3_gh,ANT33B1b
3,02D,anterne_V3_gh,ANT33B2b
3,02E,anterne_V3_gh,ANT32A1b
3,02F,anterne_V3_gh,ANT32A2b
3,02G,anterne_V3_gh,ANT32B1b
3,02H,anterne_V3_gh,ANT32B2b
3,03A,anterne_V3_gh,ANT31A1b
3,03B,anterne_V3_gh,ANT31A2b
3,03C,anterne_V3_gh,ANT31B1b
3,03D,anterne_V3_gh,ANT31B2b
3,03E,anterne_V3_gh,ANT30A1b
3,03F,anterne_V3_gh,ANT30A2b
3,03G,anterne_V3_gh,ANT30B1b
3,03H,anterne_V3_gh,ANT30B2b
3,04A,anterne_V3_gh,ANT29A1b
3,04B,anterne_V3_gh,ANT29A2b
3,04C,anterne_V3_gh,ANT29B1b
3,04D,anterne_V3_gh,ANT29B2b
3,04E,anterne_V3_gh,ANT28A1b
3,04F,anterne_V3_gh,ANT28A2b
3,04G,anterne_V3_gh,ANT28B1b
3,04H,anterne_V3_gh,ANT28B2b
3,05A,anterne_V3_gh,ANT27A1b
3,05B,anterne_V3_gh,ANT27A2b
3,05C,anterne_V3_gh,ANT27B1b
3,05D,anterne_V3_gh,ANT27B2b
3,05E,anterne_V3_gh,ANT26A1b
3,05F,anterne_V3_gh,ANT26A2b
3,05G,anterne_V3_gh,ANT26B1b
3,05H,anterne_V3_gh,ANT26B2b
3,06A,anterne_V3_gh,ANT25A1b
3,06B,anterne_V3_gh,ANT25A2b
3,06C,anterne_V3_gh,TEMEXT2b
3,06D,anterne_V3_gh,ANT25B1b
3,06E,anterne_V3_gh,ANT25B2b
3,06F,anterne_V3_gh,ANT24A1b
3,06G,anterne_V3_gh,ANT24A2b
3,06H,anterne_V3_gh,ANT24B1b
3,07A,anterne_V3_gh,ANT24B2b
3,07B,anterne_V3_gh,ANT23A1b
3,07C,anterne_V3_gh,ANT23A2b
3,07D,anterne_V3_gh,ANT23B1b
3,07E,anterne_V3_gh,ANT23B2b
3,07F,anterne_V3_gh,ANT22A1b
3,07G,anterne_V3_gh,ANT22A2b
3,07H,anterne_V3_gh,ANT22B1b
3,08A,anterne_V3_gh,ANT22B2b
3,08B,anterne_V3_gh,ANT21A1b
3,08C,anterne_V3_gh,ANT21A2b
3,08D,anterne_V3_gh,ANT21B1b
3,08E,anterne_V3_gh,ANT21B2b
3,08F,anterne_V3_gh,ANT20A1b
3,08G,anterne_V3_gh,ANT20A2b
3,08H,anterne_V3_gh,ANT20B1b
3,09A,anterne_V3_gh,ANT20B2b
3,09B,anterne_V3_gh,ANT19A1b
3,09C,anterne_V3_gh,ANT19A2b
3,09D,anterne_V3_gh,ANT19B1b
3,09E,anterne_V3_gh,ANT19B2b
3,09F,anterne_V3_gh,ANT18A1b
3,09G,anterne_V3_gh,TEMPCR1b
3,09H,anterne_V3_gh,ANT18A2b
3,10A,anterne_V3_gh,ANT18B1b
3,10B,anterne_V3_gh,ANT18B2b
3,10C,anterne_V3_gh,ANT17A1b
3,10D,anterne_V3_gh,ANT17A2b
3,10E,anterne_V3_gh,ANT17B1b
3,10F,anterne_V3_gh,ANT17B2b
3,10G,anterne_V3_gh,ANT16A1b
3,10H,anterne_V3_gh,ANT16A2b
3,11A,anterne_V3_gh,ANT16B1b
3,11B,anterne_V3_gh,ANT16B2b
3,11C,anterne_V3_gh,ANT15A1b
3,11D,anterne_V3_gh,ANT15A2b
3,11E,anterne_V3_gh,ANT15B1b
3,11F,anterne_V3_gh,ANT15B2b
3,11G,anterne_V3_gh,ANT14A1b
3,11H,anterne_V3_gh,ANT14A2b
3,12A,anterne_V3_gh,ANT14B1b
3,12B,anterne_V3_gh,ANT14B2b
3,12C,anterne_V3_gh,ANT13A1b
3,12D,anterne_V3_gh,ANT13A2b
3,12E,anterne_V3_gh,ANT13B1b
3,12F,anterne_V3_gh,ANT13B2b
3,12G,anterne_V3_gh,ANT12A1b
3,12H,anterne_V3_gh,ANT12A2b
4,01A,anterne_V3_gh,ANT12B1b
4,01B,anterne_V3_gh,ANT12B2b
4,01C,anterne_V3_gh,ANT11A1b
4,01D,anterne_V3_gh,ANT11A2b
4,01E,anterne_V3_gh,ANT11B1b
4,01F,anterne_V3_gh,ANT11B2b
4,01G,anterne_V3_gh,ANT10A1b
4,01H,anterne_V3_gh,ANT10A2b
4,02A,anterne_V3_gh,ANT10B1b
4,02B,anterne_V3_gh,ANT10B2b
4,02C,anterne_V3_gh,ANT09A1b
4,02D,anterne_V3_gh,ANT09A2b
4,02E,anterne_V3_gh,ANT09B1b
4,02F,anterne_V3_gh,ANT09B2b
4,02G,anterne_V3_gh,ANT08A1b
4,02H,anterne_V3_gh,TEMEXT4b
4,03A,anterne_V3_gh,ANT08A2b
4,03B,anterne_V3_gh,ANT08B1b
4,03C,anterne_V3_gh,ANT08B2b
4,03D,anterne_V3_gh,ANT07A1b
4,03E,anterne_V3_gh,ANT07A2b
4,03F,anterne_V3_gh,ANT07B1b
4,03G,anterne_V3_gh,ANT07B2b
4,03H,anterne_V3_gh,ANT06A1b
4,04A,anterne_V3_gh,ANT06A2b
4,04B,anterne_V3_gh,ANT06B1b
4,04C,anterne_V3_gh,ANT06B2b
4,04D,anterne_V3_gh,ANT05A1b
4,04E,anterne_V3_gh,ANT05A2b
4,04F,anterne_V3_gh,ANT05B1b
4,04G,anterne_V3_gh,ANT05B2b
4,04H,anterne_V3_gh,ANT04A1b
4,05A,anterne_V3_gh,ANT04A2b
4,05B,anterne_V3_gh,ANT04B1b
4,05C,anterne_V3_gh,ANT04B2b
4,05D,anterne_V3_gh,ANT03A1b
4,05E,anterne_V3_gh,ANT03A2b
4,05F,anterne_V3_gh,ANT03B1b
4,05G,anterne_V3_gh,ANT03B2b
4,05H,anterne_V3_gh,ANT02A1b
4,06A,anterne_V3_gh,ANT02A2b
4,06B,anterne_V3_gh,ANT02B1b
4,06C,anterne_V3_gh,ANT02B2b
4,06D,anterne_V3_gh,ANT01A1b
4,06E,anterne_V3_gh,ANT01A2b
4,06F,anterne_V3_gh,ANT01B1b
4,06G,anterne_V3_gh,ANT01B2b
4,06H,anterne_V3_gh,RMT01A1b
4,07A,anterne_V3_gh,RMT01A2b
4,07B,anterne_V3_gh,RMT01B1b
4,07C,anterne_V3_gh,RMT01B2b
4,07D,anterne_V3_gh,RMT02A1b
4,07E,anterne_V3_gh,RMT02A2b
4,07F,anterne_V3_gh,RMT02B1b
4,07G,anterne_V3_gh,RMT02B2b
4,07H,anterne_V3_gh,RMT03A1b
4,08A,anterne_V3_gh,RMT03A2b
4,08B,anterne_V3_gh,RMT03B1b
4,08C,anterne_V3_gh,RMT03B2b
4,08D,anterne_V3_gh,RMT04A1b
4,08E,anterne_V3_gh,RMT04A2b
4,08F,anterne_V3_gh,RMT04B1b
4,08G,anterne_V3_gh,RMT04B2b
4,08H,anterne_V3_gh,RMT05A1b
4,09A,anterne_V3_gh,RMT05A2b
4,09B,anterne_V3_gh,RMT05B1b
4,09C,anterne_V3_gh,RMT05B2b
4,09D,anterne_V3_gh,RMT06A1b
4,09E,anterne_V3_gh,vide
4,09F,anterne_V3_gh,RMT06B1b
4,09G,anterne_V3_gh,RMT06B2b
4,09H,anterne_V3_gh,RMT07A1b
4,10A,anterne_V3_gh,RMT07A2b
4,10B,anterne_V3_gh,RMT07B1b
4,10C,anterne_V3_gh,RMT07B2b
4,10D,anterne_V3_gh,RMT08A1b
4,10E,anterne_V3_gh,RMT08A2b
4,10F,anterne_V3_gh,RMT08B1b
4,10G,anterne_V3_gh,RMT08B2b
4,10H,anterne_V3_gh,RMT09A1b
4,11A,anterne_V3_gh,RMT09A2b
4,11B,anterne_V3_gh,RMT09B1b
4,11C,anterne_V3_gh,RMT09B2b
4,11D,anterne_V3_gh,TEMPCR2b
4,11E,anterne_V3_gh,RMT10A1b
4,11F,anterne_V3_gh,RMT10A2b
4,11G,anterne_V3_gh,RMT10B1b
4,11H,anterne_V3_gh,RMT10B2b
4,12A,anterne_V3_gh,RMT11A1b
4,12B,anterne_V3_gh,RMT11A2b
4,12C,anterne_V3_gh,RMT11B1b
4,12D,anterne_V3_gh,vide
4,12E,anterne_V3_gh,RMT12A1b
4,12F,anterne_V3_gh,RMT12A2b
4,12G,anterne_V3_gh,RMT12B1b
4,12H,anterne_V3_gh,RMT12B2b
