labname	sitename	lysis_ratio	UTM_E	UTM_N	be10	tri	slope	aspect	Nss	Ess	twi	ht	ht.r250	ht.r500	ht.r1k	cov2_4	cov2_4.r250	cov2_4.r500	cov2_4.r1k	cov4_16	cov4_16.r250	cov4_16.r500	cov4_16.r1k	be500	mTopo	cut.r1k.pt	clearcut	insideHJA	oldGrowthIndex	elevation_f	canopyHeight_f	minT_annual	maxT_annual	precipitation_mm	distToRoad_m	distToStream_m	YrsSinceDist	B1_20180717	B2_20180717	B3_20180717	B4_20180717	B5_20180717	B6_20180717	B7_20180717	B10_20180717	B11_20180717	NDVI_20180717	EVI_20180717	B_20180717	G_20180717	W_20180717	B1_20180726	B2_20180726	B3_20180726	B4_20180726	B5_20180726	B6_20180726	B7_20180726	B10_20180726	B11_20180726	NDVI_20180726	EVI_20180726	B_20180726	G_20180726	W_20180726	B1_20180802	B2_20180802	B3_20180802	B4_20180802	B5_20180802	B6_20180802	B7_20180802	B10_20180802	B11_20180802	NDVI_20180802	EVI_20180802	B_20180802	G_20180802	W_20180802	B1_20180818	B2_20180818	B3_20180818	B4_20180818	B5_20180818	B6_20180818	B7_20180818	B10_20180818	B11_20180818	NDVI_20180818	EVI_20180818	B_20180818	G_20180818	W_20180818	mean.NDVI	mean.EVI	mean.bright	mean.green	mean.wet	mean.NDVI.scale	mean.EVI.scale	mean.green.scale	mean.bright.scale	mean.wet.scale	l_Cover_2m_max	l_Cover_2m_max_all	l_Cover_2m_4m	l_Cover_2m_4m_all	l_Cover_4m_16m	l_p25	l_p25_all	l_p95	l_p95_all	l_rumple	uniqueID	elevation_m	canopyHeight_m	B1_median	B2_median	B3_median	B4_median	B5_median	B6_median	B7_median	B10_median	B11_median	lg_DistStream	lg_DistRoad	lg_YrsDisturb	lg_cover2m_max	lg_cover2m_4m	lg_cover4m_16m	ndmi_stdDev	ndvi_p5	ndvi_p50	ndvi_p95	ndmi_p5	ndmi_p50	ndmi_p95	savi_p50	LC08_045029_20180726_B1	LC08_045029_20180726_B3	LC08_045029_20180726_B4	LC08_045029_20180726_B5	LC08_045029_20180726_B7	LC08_045029_20180726_B10	ndmi_stdDev_100m	ndvi_p5_100m	ndvi_p50_100m	ndvi_p95_100m	ndmi_p5_100m	ndmi_p50_100m	ndmi_p95_100m	savi_p50_100m	LC08_045029_20180726_B1_100m	LC08_045029_20180726_B3_100m	LC08_045029_20180726_B4_100m	LC08_045029_20180726_B5_100m	LC08_045029_20180726_B7_100m	LC08_045029_20180726_B10_100m	tpi250	tpi500	tpi1k	tpi
S-5-7	SM-04-M1-S2	0.162162162	564940	4900934	860.746521	1.830688477	13.26928267	137.6008362	-0.738465182	0.67429161	7.983588002	57.74000168	42.64447223	40.0694504	35.63456462	9.92E-04	0.00940464	0.021108375	0.029966379	0.091016434	0.054739671	0.126103139	0.150357633	884.8459196	-24.09939864	0.518402282	no	yes	47	2825.98999	76.77001953	3.589999914	14.51000023	2053.75	259.893207	413.4766159	200	-1	54	247	136	2505	760	273	3004	2997	897	2030	1927	1803	-190	152	163	337	192	2935	901	342	3012	3001	877	2393	2324	2064	-221	39	68	231	135	2312	678	246	2945	2939	889	2082	1780	1657	-152	-50	9	200	107	2394	706	255	2974	2968	914	1925	1797	1753	-180	0.89425	2.1075	1957	1819.25	-185.75	0.3180041	0.178326937	0.179427754	-0.030140437	0.348482758	0.998488545	0.955655813	9.92E-04	0.003837299	0.091016434	21.80999947	18.04999924	57.74000168	55.49349976	6.909031391	SM-04_M1_S2	861.361749	23.39950195	19	61	239	135.5	2449.5	733	264	2989	2982.5	6.02460338	5.560274652	5.298322367	-5.12E-04	-6.21867831	-2.385788086	0.027925433	0.835794985	0.871884763	0.909205556	0.486147761	0.534433067	0.618292093	-0.801517069	155	333	182	2664	323	3011	0.031784309	0.819299746	0.870655601	0.913750425	0.468598594	0.535766565	0.593214483	-0.803515465	151.4864865	334.1891892	186.0810811	2709.027027	334.0810811	3011.486486	195.6021423	180.7164764	196.5895233	3
S-9-5	SM-05-M1-S2	0.083333333	567807	4898666	914.8865967	2.413978577	16.81355128	197.7003398	-0.952659678	-0.304038711	5.394778765	61.48899841	38.20780623	40.51063406	38.01951236	0.008629048	0.023171999	0.017736542	0.017628824	0.090556525	0.14533012	0.120623549	0.120612777	882.4247406	32.46185609	0.25278174	no	yes	64	2996.580078	133.2800293	3.440000057	14.11999989	2292.919922	80.764334	267.5468596	200	-17	36	205	135	1744	664	290	3006	2999	856	1760	1442	1212	-266	144	170	319	213	2194	870	381	3009	2998	823	2253	1904	1464	-339	29	75	231	156	1806	723	304	2946	2939	840	1891	1530	1235	-292	-68	-1	167	115	1671	622	262	2968	2963	871	1641	1346	1185	-247	0.8475	1.88625	1555.5	1274	-286	-0.711909232	-0.937743531	-1.324369598	-1.00885402	-0.106871515	0.977603257	0.938858628	0.008629048	0.014621539	0.090556525	28.93499947	21.12999916	61.48899841	58.83000183	10.68933582	SM-05_M1_S2	913.3576078	40.62375293	6	55.5	218	145.5	1775	693.5	297	2987	2980.5	5.589298465	4.391547839	5.298322367	-0.021628972	-4.642970891	-2.390798741	0.035384955	0.729092181	0.814402044	0.870996416	0.371737182	0.429998964	0.513350904	-0.644890845	141	344	225	2369	449	3009	0.039779645	0.704424065	0.818461126	0.888246901	0.384462755	0.460583257	0.540340797	-0.690736951	131.1875	299.0625	189.90625	2227.9375	372.5625	3009.375	235.5749054	235.5937653	213.9298859	2
S-14-8	SM-06-M1-S2	0.12	566963	4897321	787.9755859	1.986427307	13.4941156	208.430275	-0.879397131	-0.476088947	7.187454082	77.42250061	37.41270235	36.58146231	38.80420049	0.075819939	0.020954994	0.022282054	0.021452857	0.335691333	0.177202929	0.176081149	0.164847796	801.6399293	-13.6643434	0.25192582	no	yes	62	2588.370117	11.55981445	3.970000029	14.97000027	2271.949951	79.33196055	457.1075025	200	-8	38	197	121	1932	679	274	2998	2992	882	1907	1540	1372	-243	118	133	254	152	2126	773	318	3005	2995	866	2417	1752	1473	-278	0	37	161	100	1604	558	219	2940	2934	882	1950	1275	1141	-193	-60	-12	136	83	1715	565	228	2959	2954	907	1770	1313	1251	-197	0.88425	2.011	1470	1309.25	-227.75	0.097701783	-0.30845634	-1.227150237	-1.217272478	0.157710893	0.906495154	0.889853358	0.075819939	0.071054347	0.335691333	7.697500229	8.37749958	77.42250061	75.29850006	8.64867115	SM-06_M1_S2	788.9352117	3.523431444	-4	37.5	179	110.5	1823.5	622	251	2978.5	2973	6.124920786	4.373653686	5.298322367	-0.097067053	-2.566291045	-1.088588695	0.032900488	0.718076289	0.84205693	0.907675207	0.409523815	0.472322822	0.531806588	-0.708301008	118	254	152	2126	318	3005	0.042857623	0.706864639	0.829650889	0.907972865	0.390758508	0.475954831	0.553897333	-0.71375279	121.1176471	266.0882353	161.3823529	2017.647059	321.7352941	3004.323529	181.5839233	171.8075867	133.3291779	3
S-14-9	SM-06-M2-S2	0.1875	566963	4897321	787.9755859	1.986427307	13.4941156	208.430275	-0.879397131	-0.476088947	7.187454082	77.42250061	37.41270235	36.58146231	38.80420049	0.075819939	0.020954994	0.022282054	0.021452857	0.335691333	0.177202929	0.176081149	0.164847796	801.6399293	-13.6643434	0.25192582	no	yes	62	2588.370117	11.55981445	3.970000029	14.97000027	2271.949951	79.33196055	457.1075025	200	-8	38	197	121	1932	679	274	2998	2992	882	1907	1540	1372	-243	118	133	254	152	2126	773	318	3005	2995	866	2417	1752	1473	-278	0	37	161	100	1604	558	219	2940	2934	882	1950	1275	1141	-193	-60	-12	136	83	1715	565	228	2959	2954	907	1770	1313	1251	-197	0.88425	2.011	1470	1309.25	-227.75	0.097701783	-0.30845634	-1.227150237	-1.217272478	0.157710893	0.906495154	0.889853358	0.075819939	0.071054347	0.335691333	7.697500229	8.37749958	77.42250061	75.29850006	8.64867115	SM-06_M2_S2	788.9352117	3.523431444	-4	37.5	179	110.5	1823.5	622	251	2978.5	2973	6.124920786	4.373653686	5.298322367	-0.097067053	-2.566291045	-1.088588695	0.032900488	0.718076289	0.84205693	0.907675207	0.409523815	0.472322822	0.531806588	-0.708301008	118	254	152	2126	318	3005	0.042857623	0.706864639	0.829650889	0.907972865	0.390758508	0.475954831	0.553897333	-0.71375279	121.1176471	266.0882353	161.3823529	2017.647059	321.7352941	3004.323529	181.5839233	171.8075867	133.3291779	3
S-9-6	SM-07-M1-S2	0.363636364	567031	4899518	1054.894165	2.410202026	17.20172764	172.5157765	-0.991480764	0.130253191	5.94132054	59.34999847	36.14259857	39.51698945	38.2698465	3.19E-04	0.005965521	0.010600744	0.012116743	0.028951986	0.075427137	0.070658743	0.091549544	1049.009468	5.884696584	0.168330956	no	yes	46	3458.77002	182.6999512	3.059999943	13.97000027	2255.840088	240.7556049	1223.389799	200	-23	21	201	111	2212	659	254	2999	2993	904	1930	1683	1604	-175	123	141	299	177	2703	822	323	2999	2988	877	2331	2133	1905	-206	-4	43	192	112	2158	611	234	2934	2929	901	2039	1634	1563	-139	-59	-7	163	96	2156	615	237	2965	2959	914	1848	1603	1585	-157	0.899	2.037	1763.25	1664.25	-169.25	0.4226477	-0.177302296	-0.248061635	-0.502433729	0.423428848	0.999361932	0.979247749	3.19E-04	0.004843209	0.028951986	25.55999947	20.47999954	59.34999847	56.99750137	6.841711998	SM-07_M1_S2	1054.233102	55.68694513	-13.5	32	196.5	111.5	2185	637	245.5	2982	2973.5	7.109381626	5.483786485	5.298322367	3.62E-04	-6.630858558	-3.508159654	0.027199754	0.805634975	0.86138612	0.917241395	0.478260875	0.534016788	0.570790827	-0.800900757	126	290	170	2489	327	2998	0.033585779	0.800249917	0.883132659	0.92946848	0.49591614	0.571492495	0.62445723	-0.857103709	119.1142857	292	162.5142857	2786.171429	309.0857143	2998.542857	248.1841888	247.9554443	274.0881348	2
S-3-9	SM-08-M1-S2	0.032786885	567939	4902193	1196.03894	3.90385437	26.86627319	184.6145614	-0.996758464	-0.080452247	6.227431444	56.34000015	36.21844814	34.8844348	32.82746235	0.012802636	0.041332407	0.053657459	0.046760107	0.094308533	0.213973048	0.240784157	0.184422117	1189.110839	6.928101502	0.202853067	no	yes	73	3928.360107	67.23999023	2.769999981	13.68000031	2297.310059	88.14375041	217.1879899	200	-28	27	220	142	2063	734	313	2989	2984	871	1769	1661	1456	-272	138	167	333	210	2457	930	393	2992	2982	842	2278	2080	1669	-343	15	57	239	164	2129	779	339	2926	2922	856	1828	1745	1483	-296	-59	4	201	132	2101	741	310	2959	2953	881	1718	1666	1500	-277	0.8625	1.89825	1788	1527	-297	-0.381455757	-0.877210895	-0.626596595	-0.44210207	-0.156835575	0.972493351	0.93752557	0.012802636	0.018733233	0.094308533	31.73999977	21.87000084	56.34000015	54.25	8.260576248	SM-08_M1_S2	1197.364161	20.49474902	-6.5	42	229.5	153	2115	760	326	2974	2967.5	5.380767896	4.478980354	5.298322367	-0.026864285	-4.282895672	-2.350635936	0.029777515	0.810079157	0.859987497	0.897868574	0.462415904	0.51783514	0.578014195	-0.776626945	133	320	190	2577	351	2991	0.043339686	0.757935102	0.850532959	0.900949975	0.419632007	0.50110864	0.583900458	-0.751539094	124.2	318.6571429	199.6857143	2577.714286	390.5428571	2992.085714	303.7031555	282.0878601	241.8502808	1
S-9-7	SM-09-M1-S2	0.090909091	567990	4900501	1226.148682	2.183654785	16.71361341	313.0264708	0.682336175	-0.731038538	4.380518179	54.20000076	34.92238236	32.67420571	33.47758143	2.52E-04	0.037221187	0.048438792	0.03647792	0.020628931	0.083842596	0.139367387	0.157128471	1212.986282	13.1623996	0.221398003	no	yes	78	4021.870117	164.0200195	2.819999933	13.47999954	2285.300049	231.1548552	1039.284935	200	-47	7	185	107	1970	608	234	2981	2977	896	1818	1512	1424	-171	96	113	265	154	2281	738	292	2986	2976	873	2254	1825	1599	-212	-26	22	171	103	1836	548	215	2922	2919	893	1891	1407	1324	-144	-112	-41	124	69	1731	528	204	2951	2945	923	1693	1286	1282	-162	0.89625	1.914	1507.5	1407.25	-172.25	0.362064563	-0.797761811	-0.956866623	-1.125860874	0.409802286	0.992955983	0.957340777	2.52E-04	0.002847599	0.020628931	31.11000061	25.62999916	54.20000076	51.84000015	6.443532467	SM-09_M1_S2	1225.866012	49.99330194	-36.5	14.5	178	105	1903	578	224.5	2966	2960.5	6.946289155	5.443092181	5.298322367	-0.006062356	-6.683354664	-3.833723462	0.02731683	0.801178217	0.85413003	0.923333347	0.484199047	0.522090852	0.582822084	-0.782892704	96	265	154	2281	292	2986	0.050195462	0.751264879	0.848097285	0.909360776	0.410763928	0.49206262	0.601814264	-0.737928956	99.4375	289.84375	169.6875	2260.53125	354.5	2987.625	299.8761597	293.3884277	308.9790039	1
S-9-8	SM-09-M2-S2	0.125	567990	4900501	1226.148682	2.183654785	16.71361341	313.0264708	0.682336175	-0.731038538	4.380518179	54.20000076	34.92238236	32.67420571	33.47758143	2.52E-04	0.037221187	0.048438792	0.03647792	0.020628931	0.083842596	0.139367387	0.157128471	1212.986282	13.1623996	0.221398003	no	yes	78	4021.870117	164.0200195	2.819999933	13.47999954	2285.300049	231.1548552	1039.284935	200	-47	7	185	107	1970	608	234	2981	2977	896	1818	1512	1424	-171	96	113	265	154	2281	738	292	2986	2976	873	2254	1825	1599	-212	-26	22	171	103	1836	548	215	2922	2919	893	1891	1407	1324	-144	-112	-41	124	69	1731	528	204	2951	2945	923	1693	1286	1282	-162	0.89625	1.914	1507.5	1407.25	-172.25	0.362064563	-0.797761811	-0.956866623	-1.125860874	0.409802286	0.992955983	0.957340777	2.52E-04	0.002847599	0.020628931	31.11000061	25.62999916	54.20000076	51.84000015	6.443532467	SM-09_M2_S2	1225.866012	49.99330194	-36.5	14.5	178	105	1903	578	224.5	2966	2960.5	6.946289155	5.443092181	5.298322367	-0.006062356	-6.683354664	-3.833723462	0.02731683	0.801178217	0.85413003	0.923333347	0.484199047	0.522090852	0.582822084	-0.782892704	96	265	154	2281	292	2986	0.050195462	0.751264879	0.848097285	0.909360776	0.410763928	0.49206262	0.601814264	-0.737928956	99.4375	289.84375	169.6875	2260.53125	354.5	2987.625	299.8761597	293.3884277	308.9790039	1
NC1	NC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC2	NC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC3	NC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC4	NC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC5	NC5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNC50	PNC50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNC51	PNC51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNC59	PNC59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
